倉庫名,品番,月,数量
九州物流,BE1515SGP,2025-11-01,0.0
九州物流,BE1515SGP,2025-12-01,1.0
九州物流,BE1515SGP,2026-01-01,0.0
九州物流,BE1515SGP,2026-02-01,0.0
九州物流,BE1515SGP,2026-03-01,0.0
九州物流,BE1515SGW,2025-04-01,0.0
九州物流,BE1515SGW,2025-05-01,15.0
九州物流,BE1515SGW,2025-06-01,15.0
九州物流,BE1515SGW,2025-07-01,0.0
九州物流,BE1515SGW,2025-08-01,0.0
九州物流,BE1515SGW,2025-09-01,24.0
九州物流,BE1515SGW,2025-10-01,8.0
九州物流,BE1515SGW,2025-11-01,5.0
九州物流,BE1515SGW,2025-12-01,38.0
九州物流,BE1515SGW,2026-01-01,0.0
九州物流,BE1515SGW,2026-02-01,3.0
九州物流,BE1515SGW,2026-03-01,0.0
九州物流,BE1515SN,2025-04-01,14.0
九州物流,BE1515SN,2025-05-01,0.0
九州物流,BE1515SN,2025-06-01,0.0
九州物流,BE1515SN,2025-07-01,0.0
九州物流,BE1515SN,2025-08-01,0.0
九州物流,BE1515SN,2025-09-01,0.0
九州物流,BE1515SN,2025-10-01,0.0
九州物流,BE1515SN,2025-11-01,0.0
九州物流,BE1515SN,2025-12-01,0.0
九州物流,BE1515SN,2026-01-01,0.0
九州物流,BE1515SN,2026-02-01,0.0
九州物流,BE1515SN,2026-03-01,0.0
九州物流,BE1515WG,2025-04-01,0.0
九州物流,BE1515WG,2025-05-01,1.0
九州物流,BE1515WG,2025-06-01,0.0
九州物流,BE1515WG,2025-07-01,0.0
九州物流,BE1515WG,2025-08-01,0.0
九州物流,BE1515WG,2025-09-01,0.0
九州物流,BE1515WG,2025-10-01,2.0
九州物流,BE1515WG,2025-11-01,2.0
九州物流,BE1515WG,2025-12-01,0.0
九州物流,BE1515WG,2026-01-01,0.0
九州物流,BE1515WG,2026-02-01,0.0
九州物流,BE1515WG,2026-03-01,3.0
九州物流,BE1515WGA,2025-04-01,0.0
九州物流,BE1515WGA,2025-05-01,4.0
九州物流,BE1515WGA,2025-06-01,2.0
九州物流,BE1515WGA,2025-07-01,0.0
九州物流,BE1515WGA,2025-08-01,1.0
九州物流,BE1515WGA,2025-09-01,0.0
九州物流,BE1515WGA,2025-10-01,0.0
九州物流,BE1515WGA,2025-11-01,0.0
九州物流,BE1515WGA,2025-12-01,0.0
九州物流,BE1515WGA,2026-01-01,0.0
九州物流,BE1515WGA,2026-02-01,0.0
九州物流,BE1515WGA,2026-03-01,2.0
九州物流,BE1515XC,2025-04-01,0.0
九州物流,BE1515XC,2025-05-01,0.0
九州物流,BE1515XC,2025-06-01,0.0
九州物流,BE1515XC,2025-07-01,0.0
九州物流,BE1515XC,2025-08-01,0.0
九州物流,BE1515XC,2025-09-01,0.0
九州物流,BE1515XC,2025-10-01,0.0
九州物流,BE1515XC,2025-11-01,0.0
九州物流,BE1515XC,2025-12-01,1.0
九州物流,BE1515XC,2026-01-01,0.0
九州物流,BE1515XC,2026-02-01,0.0
九州物流,BE1515XC,2026-03-01,0.0
九州物流,BE1515XG,2025-04-01,1.0
九州物流,BE1515XG,2025-05-01,0.0
九州物流,BE1515XG,2025-06-01,0.0
九州物流,BE1515XG,2025-07-01,0.0
九州物流,BE1515XG,2025-08-01,0.0
九州物流,BE1515XG,2025-09-01,2.0
九州物流,BE1515XG,2025-10-01,2.0
九州物流,BE1515XG,2025-11-01,1.0
九州物流,BE1515XG,2025-12-01,0.0
九州物流,BE1515XG,2026-01-01,0.0
九州物流,BE1515XG,2026-02-01,2.0
九州物流,BE1515XG,2026-03-01,2.0
九州物流,BE2010SC,2025-04-01,2.0
九州物流,BE2010SC,2025-05-01,10.0
九州物流,BE2010SC,2025-06-01,13.0
九州物流,BE2010SC,2025-07-01,7.0
九州物流,BE2010SC,2025-08-01,20.0
九州物流,BE2010SC,2025-09-01,70.0
九州物流,BE2010SC,2025-10-01,31.0
九州物流,BE2010SC,2025-11-01,19.0
九州物流,BE2010SC,2025-12-01,10.0
九州物流,BE2010SC,2026-01-01,20.0
九州物流,BE2010SC,2026-02-01,64.0
九州物流,BE2010SC,2026-03-01,8.0
九州物流,BE2010SC2,2025-04-01,21.0
九州物流,BE2010SC2,2025-05-01,30.0
九州物流,BE2010SC2,2025-06-01,72.0
九州物流,BE2010SC2,2025-07-01,40.0
九州物流,BE2010SC2,2025-08-01,25.0
九州物流,BE2010SC2,2025-09-01,40.0
九州物流,BE2010SC2,2025-10-01,55.0
九州物流,BE2010SC2,2025-11-01,48.0
九州物流,BE2010SC2,2025-12-01,33.0
九州物流,BE2010SC2,2026-01-01,30.0
九州物流,BE2010SC2,2026-02-01,16.0
九州物流,BE2010SC2,2026-03-01,14.0
九州物流,BE2010SCW,2025-04-01,0.0
九州物流,BE2010SCW,2025-05-01,4.0
九州物流,BE2010SCW,2025-06-01,0.0
九州物流,BE2010SCW,2025-07-01,0.0
九州物流,BE2010SCW,2025-08-01,0.0
九州物流,BE2010SCW,2025-09-01,1.0
九州物流,BE2010SCW,2025-10-01,29.0
九州物流,BE2010SCW,2025-11-01,0.0
九州物流,BE2010SCW,2025-12-01,3.0
九州物流,BE2010SCW,2026-01-01,0.0
九州物流,BE2010SCW,2026-02-01,7.0
九州物流,BE2010SCW,2026-03-01,4.0
九州物流,BE2010SG,2025-04-01,107.0
九州物流,BE2010SG,2025-05-01,109.0
九州物流,BE2010SG,2025-06-01,54.0
九州物流,BE2010SG,2025-07-01,63.0
九州物流,BE2010SG,2025-08-01,48.0
九州物流,BE2010SG,2025-09-01,58.0
九州物流,BE2010SG,2025-10-01,50.0
九州物流,BE2010SG,2025-11-01,106.0
九州物流,BE2010SG,2025-12-01,43.0
九州物流,BE2010SG,2026-01-01,37.0
九州物流,BE2010SG,2026-02-01,79.0
九州物流,BE2010SG,2026-03-01,43.0
九州物流,BE2010SGA,2025-04-01,0.0
九州物流,BE2010SGA,2025-05-01,0.0
九州物流,BE2010SGA,2025-06-01,0.0
九州物流,BE2010SGA,2025-07-01,0.0
九州物流,BE2010SGA,2025-08-01,0.0
九州物流,BE2010SGA,2025-09-01,0.0
九州物流,BE2010SGA,2025-10-01,9.0
九州物流,BE2010SGA,2025-11-01,0.0
九州物流,BE2010SGA,2025-12-01,0.0
九州物流,BE2010SGA,2026-01-01,0.0
九州物流,BE2010SGA,2026-02-01,0.0
九州物流,BE2010SGA,2026-03-01,0.0
九州物流,BE2010SGP,2025-04-01,0.0
九州物流,BE2010SGP,2025-05-01,0.0
九州物流,BE2010SGP,2025-06-01,0.0
九州物流,BE2010SGP,2025-07-01,0.0
九州物流,BE2010SGP,2025-08-01,0.0
九州物流,BE2010SGP,2025-09-01,0.0
九州物流,BE2010SGP,2025-10-01,0.0
九州物流,BE2010SGP,2025-11-01,1.0
九州物流,BE2010SGP,2025-12-01,0.0
九州物流,BE2010SGP,2026-01-01,0.0
九州物流,BE2010SGP,2026-02-01,0.0
九州物流,BE2010SGP,2026-03-01,0.0
九州物流,BE2010SGW,2025-04-01,0.0
九州物流,BE2010SGW,2025-05-01,0.0
九州物流,BE2010SGW,2025-06-01,0.0
九州物流,BE2010SGW,2025-07-01,0.0
九州物流,BE2010SGW,2025-08-01,0.0
九州物流,BE2010SGW,2025-09-01,2.0
九州物流,BE2010SGW,2025-10-01,0.0
九州物流,BE2010SGW,2025-11-01,0.0
九州物流,BE2010SGW,2025-12-01,0.0
九州物流,BE2010SGW,2026-01-01,5.0
九州物流,BE2010SGW,2026-02-01,0.0
九州物流,BE2010SGW,2026-03-01,0.0
九州物流,BE2010WC,2025-04-01,0.0
九州物流,BE2010WC,2025-05-01,0.0
九州物流,BE2010WC,2025-06-01,0.0
九州物流,BE2010WC,2025-07-01,0.0
九州物流,BE2010WC,2025-08-01,0.0
九州物流,BE2010WC,2025-09-01,0.0
九州物流,BE2010WC,2025-10-01,0.0
九州物流,BE2010WC,2025-11-01,1.0
九州物流,BE2010WC,2025-12-01,0.0
九州物流,BE2010WC,2026-01-01,0.0
九州物流,BE2010WC,2026-02-01,1.0
九州物流,BE2010WC,2026-03-01,0.0
九州物流,BE2010WG,2025-04-01,2.0
九州物流,BE2010WG,2025-05-01,1.0
九州物流,BE2010WG,2025-06-01,4.0
九州物流,BE2010WG,2025-07-01,0.0
九州物流,BE2010WG,2025-08-01,2.0
九州物流,BE2010WG,2025-09-01,0.0
九州物流,BE2010WG,2025-10-01,6.0
九州物流,BE2010WG,2025-11-01,0.0
九州物流,BE2010WG,2025-12-01,0.0
九州物流,BE2010WG,2026-01-01,1.0
九州物流,BE2010WG,2026-02-01,1.0
九州物流,BE2010WG,2026-03-01,1.0
九州物流,BE2010XG,2025-04-01,0.0
九州物流,BE2010XG,2025-05-01,0.0
九州物流,BE2010XG,2025-06-01,2.0
九州物流,BE2010XG,2025-07-01,0.0
九州物流,BE2010XG,2025-08-01,2.0
九州物流,BE2010XG,2025-09-01,2.0
九州物流,BE2010XG,2025-10-01,3.0
九州物流,BE2010XG,2025-11-01,0.0
九州物流,BE2010XG,2025-12-01,0.0
九州物流,BE2010XG,2026-01-01,0.0
九州物流,BE2010XG,2026-02-01,0.0
九州物流,BE2010XG,2026-03-01,0.0
九州物流,BE2015SC,2025-04-01,7.0
九州物流,BE2015SC,2025-05-01,12.0
九州物流,BE2015SC,2025-06-01,10.0
九州物流,BE2015SC,2025-07-01,16.0
九州物流,BE2015SC,2025-08-01,12.0
九州物流,BE2015SC,2025-09-01,6.0
九州物流,BE2015SC,2025-10-01,12.0
九州物流,BE2015SC,2025-11-01,6.0
九州物流,BE2015SC,2025-12-01,26.0
九州物流,BE2015SC,2026-01-01,4.0
九州物流,BE2015SC,2026-02-01,28.0
九州物流,BE2015SC,2026-03-01,1.0
九州物流,BE2015SC2,2025-04-01,9.0
九州物流,BE2015SC2,2025-05-01,1.0
九州物流,BE2015SC2,2025-06-01,26.0
九州物流,BE2015SC2,2025-07-01,13.0
九州物流,BE2015SC2,2025-08-01,27.0
九州物流,BE2015SC2,2025-09-01,30.0
九州物流,BE2015SC2,2025-10-01,10.0
九州物流,BE2015SC2,2025-11-01,13.0
九州物流,BE2015SC2,2025-12-01,17.0
九州物流,BE2015SC2,2026-01-01,12.0
九州物流,BE2015SC2,2026-02-01,2.0
九州物流,BE2015SC2,2026-03-01,5.0
九州物流,BE2015SCW,2025-04-01,0.0
九州物流,BE2015SCW,2025-05-01,3.0
九州物流,BE2015SCW,2025-06-01,7.0
九州物流,BE2015SCW,2025-07-01,0.0
九州物流,BE2015SCW,2025-08-01,6.0
九州物流,BE2015SCW,2025-09-01,3.0
九州物流,BE2015SCW,2025-10-01,13.0
九州物流,BE2015SCW,2025-11-01,2.0
九州物流,BE2015SCW,2025-12-01,0.0
九州物流,BE2015SCW,2026-01-01,0.0
九州物流,BE2015SCW,2026-02-01,4.0
九州物流,BE2015SCW,2026-03-01,1.0
九州物流,BE2015SG,2025-04-01,45.0
九州物流,BE2015SG,2025-05-01,30.0
九州物流,BE2015SG,2025-06-01,31.0
九州物流,BE2015SG,2025-07-01,51.0
九州物流,BE2015SG,2025-08-01,26.0
九州物流,BE2015SG,2025-09-01,19.0
九州物流,BE2015SG,2025-10-01,23.0
九州物流,BE2015SG,2025-11-01,45.0
九州物流,BE2015SG,2025-12-01,39.0
九州物流,BE2015SG,2026-01-01,23.0
九州物流,BE2015SG,2026-02-01,56.0
九州物流,BE2015SG,2026-03-01,39.0
九州物流,BE2015SGW,2025-04-01,0.0
九州物流,BE2015SGW,2025-05-01,3.0
九州物流,BE2015SGW,2025-06-01,5.0
九州物流,BE2015SGW,2025-07-01,2.0
九州物流,BE2015SGW,2025-08-01,0.0
九州物流,BE2015SGW,2025-09-01,0.0
九州物流,BE2015SGW,2025-10-01,0.0
九州物流,BE2015SGW,2025-11-01,3.0
九州物流,BE2015SGW,2025-12-01,0.0
九州物流,BE2015SGW,2026-01-01,6.0
九州物流,BE2015SGW,2026-02-01,2.0
九州物流,BE2015SGW,2026-03-01,1.0
九州物流,BE2015WG,2025-04-01,0.0
九州物流,BE2015WG,2025-05-01,0.0
九州物流,BE2015WG,2025-06-01,2.0
九州物流,BE2015WG,2025-07-01,0.0
九州物流,BE2015WG,2025-08-01,0.0
九州物流,BE2015WG,2025-09-01,0.0
九州物流,BE2015WG,2025-10-01,0.0
九州物流,BE2015WG,2025-11-01,0.0
九州物流,BE2015WG,2025-12-01,5.0
九州物流,BE2015WG,2026-01-01,-2.0
九州物流,BE2015WG,2026-02-01,2.0
九州物流,BE2015WG,2026-03-01,2.0
九州物流,BE2015XC,2025-04-01,0.0
九州物流,BE2015XC,2025-05-01,0.0
九州物流,BE2015XC,2025-06-01,0.0
九州物流,BE2015XC,2025-07-01,1.0
九州物流,BE2015XC,2025-08-01,0.0
九州物流,BE2015XC,2025-09-01,0.0
九州物流,BE2015XC,2025-10-01,0.0
九州物流,BE2015XC,2025-11-01,0.0
九州物流,BE2015XC,2025-12-01,0.0
九州物流,BE2015XC,2026-01-01,0.0
九州物流,BE2015XC,2026-02-01,0.0
九州物流,BE2015XC,2026-03-01,0.0
九州物流,BE2015XG,2025-04-01,1.0
九州物流,BE2015XG,2025-05-01,0.0
九州物流,BE2015XG,2025-06-01,0.0
九州物流,BE2015XG,2025-07-01,2.0
九州物流,BE2015XG,2025-08-01,6.0
九州物流,BE2015XG,2025-09-01,0.0
九州物流,BE2015XG,2025-10-01,0.0
九州物流,BE2015XG,2025-11-01,4.0
九州物流,BE2015XG,2025-12-01,0.0
九州物流,BE2015XG,2026-01-01,0.0
九州物流,BE2015XG,2026-02-01,1.0
九州物流,BE2015XG,2026-03-01,2.0
九州物流,BE2020SC,2025-04-01,16.0
九州物流,BE2020SC,2025-05-01,5.0
九州物流,BE2020SC,2025-06-01,29.0
九州物流,BE2020SC,2025-07-01,73.0
九州物流,BE2020SC,2025-08-01,16.0
九州物流,BE2020SC,2025-09-01,64.0
九州物流,BE2020SC,2025-10-01,56.0
九州物流,BE2020SC,2025-11-01,30.0
九州物流,BE2020SC,2025-12-01,28.0
九州物流,BE2020SC,2026-01-01,14.0
九州物流,BE2020SC,2026-02-01,20.0
九州物流,BE2020SC,2026-03-01,10.0
九州物流,BE2020SC2,2025-04-01,56.0
九州物流,BE2020SC2,2025-05-01,20.0
九州物流,BE2020SC2,2025-06-01,19.0
九州物流,BE2020SC2,2025-07-01,24.0
九州物流,BE2020SC2,2025-08-01,27.0
九州物流,BE2020SC2,2025-09-01,33.0
九州物流,BE2020SC2,2025-10-01,3.0
九州物流,BE2020SC2,2025-11-01,27.0
九州物流,BE2020SC2,2025-12-01,12.0
九州物流,BE2020SC2,2026-01-01,28.0
九州物流,BE2020SC2,2026-02-01,39.0
九州物流,BE2020SC2,2026-03-01,13.0
九州物流,BE2020SCW,2025-04-01,0.0
九州物流,BE2020SCW,2025-05-01,1.0
九州物流,BE2020SCW,2025-06-01,1.0
九州物流,BE2020SCW,2025-07-01,0.0
九州物流,BE2020SCW,2025-08-01,23.0
九州物流,BE2020SCW,2025-09-01,50.0
九州物流,BE2020SCW,2025-10-01,5.0
九州物流,BE2020SCW,2025-11-01,11.0
九州物流,BE2020SCW,2025-12-01,46.0
九州物流,BE2020SCW,2026-01-01,8.0
九州物流,BE2020SCW,2026-02-01,4.0
九州物流,BE2020SCW,2026-03-01,0.0
九州物流,BE2020SG,2025-04-01,97.0
九州物流,BE2020SG,2025-05-01,79.0
九州物流,BE2020SG,2025-06-01,53.0
九州物流,BE2020SG,2025-07-01,130.0
九州物流,BE2020SG,2025-08-01,67.0
九州物流,BE2020SG,2025-09-01,131.0
九州物流,BE2020SG,2025-10-01,160.0
九州物流,BE2020SG,2025-11-01,111.0
九州物流,BE2020SG,2025-12-01,121.0
九州物流,BE2020SG,2026-01-01,74.0
九州物流,BE2020SG,2026-02-01,103.0
九州物流,BE2020SG,2026-03-01,51.0
九州物流,BE2020SGP,2025-04-01,2.0
九州物流,BE2020SGP,2025-05-01,0.0
九州物流,BE2020SGP,2025-06-01,0.0
九州物流,BE2020SGP,2025-07-01,0.0
九州物流,BE2020SGP,2025-08-01,0.0
九州物流,BE2020SGP,2025-09-01,0.0
九州物流,BE2020SGP,2025-10-01,0.0
九州物流,BE2020SGP,2025-11-01,0.0
九州物流,BE2020SGP,2025-12-01,0.0
九州物流,BE2020SGP,2026-01-01,0.0
九州物流,BE2020SGP,2026-02-01,0.0
九州物流,BE2020SGP,2026-03-01,0.0
九州物流,BE2020SGW,2025-04-01,0.0
九州物流,BE2020SGW,2025-05-01,1.0
九州物流,BE2020SGW,2025-06-01,0.0
九州物流,BE2020SGW,2025-07-01,4.0
九州物流,BE2020SGW,2025-08-01,0.0
九州物流,BE2020SGW,2025-09-01,0.0
九州物流,BE2020SGW,2025-10-01,4.0
九州物流,BE2020SGW,2025-11-01,0.0
九州物流,BE2020SGW,2025-12-01,7.0
九州物流,BE2020SGW,2026-01-01,2.0
九州物流,BE2020SGW,2026-02-01,0.0
九州物流,BE2020SGW,2026-03-01,0.0
九州物流,BE2020SN,2025-04-01,5.0
九州物流,BE2020SN,2025-05-01,0.0
九州物流,BE2020SN,2025-06-01,0.0
九州物流,BE2020SN,2025-07-01,0.0
九州物流,BE2020SN,2025-08-01,0.0
九州物流,BE2020SN,2025-09-01,0.0
九州物流,BE2020SN,2025-10-01,0.0
九州物流,BE2020SN,2025-11-01,0.0
九州物流,BE2020SN,2025-12-01,0.0
九州物流,BE2020SN,2026-01-01,0.0
九州物流,BE2020SN,2026-02-01,0.0
九州物流,BE2020SN,2026-03-01,1.0
九州物流,BE2020WC,2025-04-01,0.0
九州物流,BE2020WC,2025-05-01,0.0
九州物流,BE2020WC,2025-06-01,0.0
九州物流,BE2020WC,2025-07-01,0.0
九州物流,BE2020WC,2025-08-01,0.0
九州物流,BE2020WC,2025-09-01,0.0
九州物流,BE2020WC,2025-10-01,0.0
九州物流,BE2020WC,2025-11-01,0.0
九州物流,BE2020WC,2025-12-01,0.0
九州物流,BE2020WC,2026-01-01,0.0
九州物流,BE2020WC,2026-02-01,1.0
九州物流,BE2020WC,2026-03-01,0.0
九州物流,BE2020WG,2025-04-01,0.0
九州物流,BE2020WG,2025-05-01,0.0
九州物流,BE2020WG,2025-06-01,0.0
九州物流,BE2020WG,2025-07-01,0.0
九州物流,BE2020WG,2025-08-01,0.0
九州物流,BE2020WG,2025-09-01,0.0
九州物流,BE2020WG,2025-10-01,4.0
九州物流,BE2020WG,2025-11-01,0.0
九州物流,BE2020WG,2025-12-01,0.0
九州物流,BE2020WG,2026-01-01,0.0
九州物流,BE2020WG,2026-02-01,0.0
九州物流,BE2020WG,2026-03-01,0.0
九州物流,BE2020WGW,2025-04-01,0.0
九州物流,BE2020WGW,2025-05-01,0.0
九州物流,BE2020WGW,2025-06-01,0.0
九州物流,BE2020WGW,2025-07-01,1.0
九州物流,BE2020WGW,2025-08-01,0.0
九州物流,BE2020WGW,2025-09-01,0.0
九州物流,BE2020WGW,2025-10-01,0.0
九州物流,BE2020WGW,2025-11-01,0.0
九州物流,BE2020WGW,2025-12-01,0.0
九州物流,BE2020WGW,2026-01-01,0.0
九州物流,BE2020WGW,2026-02-01,0.0
九州物流,BE2020WGW,2026-03-01,0.0
九州物流,BE2020XC,2025-04-01,0.0
九州物流,BE2020XC,2025-05-01,9.0
九州物流,BE2020XC,2025-06-01,0.0
九州物流,BE2020XC,2025-07-01,0.0
九州物流,BE2020XC,2025-08-01,0.0
九州物流,BE2020XC,2025-09-01,0.0
九州物流,BE2020XC,2025-10-01,0.0
九州物流,BE2020XC,2025-11-01,0.0
九州物流,BE2020XC,2025-12-01,0.0
九州物流,BE2020XC,2026-01-01,1.0
九州物流,BE2020XC,2026-02-01,0.0
九州物流,BE2020XC,2026-03-01,0.0
九州物流,BE2020XG,2025-04-01,0.0
九州物流,BE2020XG,2025-05-01,0.0
九州物流,BE2020XG,2025-06-01,0.0
九州物流,BE2020XG,2025-07-01,0.0
九州物流,BE2020XG,2025-08-01,0.0
九州物流,BE2020XG,2025-09-01,15.0
九州物流,BE2020XG,2025-10-01,26.0
九州物流,BE2020XG,2025-11-01,5.0
九州物流,BE2020XG,2025-12-01,1.0
九州物流,BE2020XG,2026-01-01,1.0
九州物流,BE2020XG,2026-02-01,0.0
九州物流,BE2020XG,2026-03-01,0.0
九州物流,BE2510SC,2025-04-01,2.0
九州物流,BE2510SC,2025-05-01,0.0
九州物流,BE2510SC,2025-06-01,4.0
九州物流,BE2510SC,2025-07-01,6.0
九州物流,BE2510SC,2025-08-01,1.0
九州物流,BE2510SC,2025-09-01,0.0
九州物流,BE2510SC,2025-10-01,0.0
九州物流,BE2510SC,2025-11-01,0.0
九州物流,BE2510SC,2025-12-01,0.0
九州物流,BE2510SC,2026-01-01,0.0
九州物流,BE2510SC,2026-02-01,0.0
九州物流,BE2510SC,2026-03-01,0.0
九州物流,BE2510SC2,2025-04-01,2.0
九州物流,BE2510SC2,2025-05-01,1.0
九州物流,BE2510SC2,2025-06-01,0.0
九州物流,BE2510SC2,2025-07-01,0.0
九州物流,BE2510SC2,2025-08-01,5.0
九州物流,BE2510SC2,2025-09-01,4.0
九州物流,BE2510SC2,2025-10-01,0.0
九州物流,BE2510SC2,2025-11-01,4.0
九州物流,BE2510SC2,2025-12-01,3.0
九州物流,BE2510SC2,2026-01-01,0.0
九州物流,BE2510SC2,2026-02-01,4.0
九州物流,BE2510SC2,2026-03-01,2.0
九州物流,BE2510SCW,2025-04-01,0.0
九州物流,BE2510SCW,2025-05-01,0.0
九州物流,BE2510SCW,2025-06-01,0.0
九州物流,BE2510SCW,2025-07-01,0.0
九州物流,BE2510SCW,2025-08-01,0.0
九州物流,BE2510SCW,2025-09-01,7.0
九州物流,BE2510SCW,2025-10-01,0.0
九州物流,BE2510SCW,2025-11-01,0.0
九州物流,BE2510SCW,2025-12-01,0.0
九州物流,BE2510SCW,2026-01-01,0.0
九州物流,BE2510SCW,2026-02-01,0.0
九州物流,BE2510SCW,2026-03-01,0.0
九州物流,BE2510SG,2025-04-01,29.0
九州物流,BE2510SG,2025-05-01,4.0
九州物流,BE2510SG,2025-06-01,0.0
九州物流,BE2510SG,2025-07-01,1.0
九州物流,BE2510SG,2025-08-01,4.0
九州物流,BE2510SG,2025-09-01,0.0
九州物流,BE2510SG,2025-10-01,5.0
九州物流,BE2510SG,2025-11-01,8.0
九州物流,BE2510SG,2025-12-01,3.0
九州物流,BE2510SG,2026-01-01,30.0
九州物流,BE2510SG,2026-02-01,66.0
九州物流,BE2510SG,2026-03-01,2.0
九州物流,BE2510WG,2025-04-01,0.0
九州物流,BE2510WG,2025-05-01,0.0
九州物流,BE2510WG,2025-06-01,0.0
九州物流,BE2510WG,2025-07-01,0.0
九州物流,BE2510WG,2025-08-01,0.0
九州物流,BE2510WG,2025-09-01,0.0
九州物流,BE2510WG,2025-10-01,0.0
九州物流,BE2510WG,2025-11-01,0.0
九州物流,BE2510WG,2025-12-01,0.0
九州物流,BE2510WG,2026-01-01,0.0
九州物流,BE2510WG,2026-02-01,0.0
九州物流,BE2510WG,2026-03-01,1.0
九州物流,BE2515SC,2025-04-01,0.0
九州物流,BE2515SC,2025-05-01,0.0
九州物流,BE2515SC,2025-06-01,2.0
九州物流,BE2515SC,2025-07-01,8.0
九州物流,BE2515SC,2025-08-01,1.0
九州物流,BE2515SC,2025-09-01,3.0
九州物流,BE2515SC,2025-10-01,0.0
九州物流,BE2515SC,2025-11-01,4.0
九州物流,BE2515SC,2025-12-01,2.0
九州物流,BE2515SC,2026-01-01,0.0
九州物流,BE2515SC,2026-02-01,0.0
九州物流,BE2515SC,2026-03-01,0.0
九州物流,BE2515SC2,2025-04-01,5.0
九州物流,BE2515SC2,2025-05-01,4.0
九州物流,BE2515SC2,2025-06-01,19.0
九州物流,BE2515SC2,2025-07-01,0.0
九州物流,BE2515SC2,2025-08-01,2.0
九州物流,BE2515SC2,2025-09-01,1.0
九州物流,BE2515SC2,2025-10-01,0.0
九州物流,BE2515SC2,2025-11-01,3.0
九州物流,BE2515SC2,2025-12-01,0.0
九州物流,BE2515SC2,2026-01-01,2.0
九州物流,BE2515SC2,2026-02-01,2.0
九州物流,BE2515SC2,2026-03-01,3.0
九州物流,BE2515SG,2025-04-01,0.0
九州物流,BE2515SG,2025-05-01,7.0
九州物流,BE2515SG,2025-06-01,1.0
九州物流,BE2515SG,2025-07-01,2.0
九州物流,BE2515SG,2025-08-01,2.0
九州物流,BE2515SG,2025-09-01,7.0
九州物流,BE2515SG,2025-10-01,1.0
九州物流,BE2515SG,2025-11-01,28.0
九州物流,BE2515SG,2025-12-01,0.0
九州物流,BE2515SG,2026-01-01,4.0
九州物流,BE2515SG,2026-02-01,15.0
九州物流,BE2515SG,2026-03-01,3.0
九州物流,BE2515SGW,2025-04-01,0.0
九州物流,BE2515SGW,2025-05-01,0.0
九州物流,BE2515SGW,2025-06-01,0.0
九州物流,BE2515SGW,2025-07-01,0.0
九州物流,BE2515SGW,2025-08-01,0.0
九州物流,BE2515SGW,2025-09-01,0.0
九州物流,BE2515SGW,2025-10-01,2.0
九州物流,BE2515SGW,2025-11-01,0.0
九州物流,BE2515SGW,2025-12-01,0.0
九州物流,BE2515SGW,2026-01-01,0.0
九州物流,BE2515SGW,2026-02-01,0.0
九州物流,BE2515SGW,2026-03-01,5.0
九州物流,BE2520SC,2025-04-01,0.0
九州物流,BE2520SC,2025-05-01,0.0
九州物流,BE2520SC,2025-06-01,4.0
九州物流,BE2520SC,2025-07-01,5.0
九州物流,BE2520SC,2025-08-01,4.0
九州物流,BE2520SC,2025-09-01,8.0
九州物流,BE2520SC,2025-10-01,1.0
九州物流,BE2520SC,2025-11-01,21.0
九州物流,BE2520SC,2025-12-01,3.0
九州物流,BE2520SC,2026-01-01,1.0
九州物流,BE2520SC,2026-02-01,2.0
九州物流,BE2520SC,2026-03-01,1.0
九州物流,BE2520SC2,2025-04-01,16.0
九州物流,BE2520SC2,2025-05-01,0.0
九州物流,BE2520SC2,2025-06-01,6.0
九州物流,BE2520SC2,2025-07-01,1.0
九州物流,BE2520SC2,2025-08-01,1.0
九州物流,BE2520SC2,2025-09-01,2.0
九州物流,BE2520SC2,2025-10-01,3.0
九州物流,BE2520SC2,2025-11-01,0.0
九州物流,BE2520SC2,2025-12-01,4.0
九州物流,BE2520SC2,2026-01-01,0.0
九州物流,BE2520SC2,2026-02-01,0.0
九州物流,BE2520SC2,2026-03-01,0.0
九州物流,BE2520SCW,2025-04-01,3.0
九州物流,BE2520SCW,2025-05-01,0.0
九州物流,BE2520SCW,2025-06-01,0.0
九州物流,BE2520SCW,2025-07-01,0.0
九州物流,BE2520SCW,2025-08-01,3.0
九州物流,BE2520SCW,2025-09-01,1.0
九州物流,BE2520SCW,2025-10-01,2.0
九州物流,BE2520SCW,2025-11-01,0.0
九州物流,BE2520SCW,2025-12-01,1.0
九州物流,BE2520SCW,2026-01-01,5.0
九州物流,BE2520SCW,2026-02-01,1.0
九州物流,BE2520SCW,2026-03-01,5.0
九州物流,BE2520SG,2025-04-01,11.0
九州物流,BE2520SG,2025-05-01,8.0
九州物流,BE2520SG,2025-06-01,6.0
九州物流,BE2520SG,2025-07-01,21.0
九州物流,BE2520SG,2025-08-01,8.0
九州物流,BE2520SG,2025-09-01,2.0
九州物流,BE2520SG,2025-10-01,6.0
九州物流,BE2520SG,2025-11-01,12.0
九州物流,BE2520SG,2025-12-01,25.0
九州物流,BE2520SG,2026-01-01,11.0
